id,text,score,score2
3493,"I think books that have nudity, curse words, or gang related violence should be put in either a adult shelf or taken off for good. They show kids stuff they shouldnt see or do when they get older. They just arent appropriate. No childeren should know about drugs, sex, or epspecially gang violence. Its stuff they should never even find out about. So i think we should take them books off the shelf, if people want to read them they can go buy themselves a copy.",2,2
3124,"Have you ever been offended by a movie, book, song, or magazine? Did you have a choice on whether or not you watched and/or read the item? The question that seems to be of intrest to people is should these items that are offensive be taken off the shelves. I don't think they should.     I am sure that you could ask anyone if they have ever been offended by a movie, book, or magazine and all of them could give an example. I doubt they ever watched the movie again and if they did it obviously wasn't that bad. If something offends you, don't read or watch it. If you don't want your kids watching something, don't let them. You can make that desicion. No one is making you watch or read any of that.     I know I have watched a movie or two that I probably shouldn't have. I've even read some books that are not the best, but I choose to read them. No one forced the act on me.     Some of you @MONTH1 ask, '@CAPS1 about at school?' If a teacher assigns a book to read and your child does not feel comfortable with it, then take it up with the teacher. They will be more than understanding and possibly give your child a different book. They might even explain why he or she is having the class read the book and why the children need to be exposed to this type of literature.     There are always going to be offensive books and movies out there. If you take out all the books in a library that has offended someone at one point in time, you probably wouldn't have much of a library left. The shelves would be bare.     You have a choice to read or watch something. If it is offensive don't watch it. Everyone has different views on that book or movie. It @MONTH1 be offensive to you, but to the next person it might be a really good show. I don't think offensive books, magazines, music, or movies should be taken off the shelves.",4,4
4402,"Yes there are many things today that have censorship,but should keep them out of our libraries.I think not.They should not be taken items out of the libraries do to censorships.Maybe if they are such a big concern they could do something else with them besides taking them out.     I don't believe that they shouldn't take out censorship items out of the libraries just becase some people have a problem with it.Becase now a days you can go out in public and hear the same stuff they put in those censored movies,games,@CAPS1's,etc.I think that if they are even thinking about taking cencored product out of the library it should be up to the library and not the goverment.     If censorship is such a big problem with people they dont have to check it out or look at it. So maybe if they are having problem's with parents becase there kids are checking he censored items out they should have a band.Like if you want to out a item with a censorship you either have to be @NUM1 or have a parent or guardin with you.But if it is still have a problem with it make it like tabacco products were you have to be @NUM1.     Then if the libraries don't want to do that they could make a whole room just for censored items.They sould also put the room in a corner or in a less populated area of the library.There should also have to have a sign saying there are sencorhip items in that room and, maybe a sign saying @NUM1 and older.     So there are many other was to dealing with censored items.Sence there are so many was to deal with them why take them out.We should not have to take censorship item out just becase some people do not like it.why punish every one becase of a few people",3,3
3845,"I think that if it is a problem for others and not all why can't we just seperate the things in sections. That way there would be no problems.    I mean, why change something if only a few people doesn't like something? Thats only goning to lead to a big conflict. Think about if we were to tr and give everyone what they want, @CAPS1 would that work out not good at all. So you should just limiy thing dow and put them in setions.",2,2
4365,"Katherine stated that if everyone had the right to take a book off the shelf then there wouldn't be any books left. I think what she is saying is that many people think of a book that is innappropriate, but in another persons eye the book could also be appropriate. Censorship is a big deal no-a-days. Nobody wants there young children to read about drugs and/or violence. I have many opinions upon this issue.     First I will state why I think the books, or movies, or whatever should be taken off the shelf. The books, movies, magazines, ect. should be taken off the shelf for being to innappropriate. The books and movies are innappropriate by having drugs, sex, violence, and many other things in them that young children shouldn't be subject to watching or reading. I know if I was a parent I would not want my young child reading of a violent murder, or gangs.      The other thing about censorship that it is the peoples choice to read an innappropriate book, or watch an innappropriate movie. As a kid myself that is growing up, I didn't really care for reading anyways, but the books that were the best sometimes were the ones with violence in them. Also even thought the book @MONTH1 be innappropriate, the child still should have a say in what they are reading. This is where my next thought comes in. You have to think about the kids that are mature too. The kids that are mature, and it is just a hobby to read, @MONTH1 not have any books of their style left to read if they were all 'taken of the shelf'. This goes for parents too. If they have a book at their house, the child could easily pick it up and read it there.     What the book stores, libraries, and movie stores should do, is put an age limit on the books and movies. I know that for @CAPS1 rated movies there is an age limit, but for explicit books i do not think there is an age limit. They could also maybe even get a letter or a note with parent concent on it, so the children could get the book or magazine. Maybe the parent should even just come in and get the book or movie for the child. The libraries, or book stores, or movie stores could also easily put a warning on the side of the cover to show that the book @MONTH1 be innappropriate to some. What the children read is only up to two people: the child and the parent. If the parent doesn't care that the child is reading or watching an innappropriate movie then it should be no problem.     Therefore, I think in order to withhold the buying and selling of books, there has to be the option to obtain the innappropriate ones. I feel that even though the material @MONTH1 be explicit, the kids, with their parent's concent, should have the option to check out or buy mostly anything. Afterall, the book @MONTH1 be about violence, drugs, or sex, but the children are still reading which is always good",4,4
3851,"A lot of people believe that books are useless and should not even be on a shelf. Well I believe that no book is useless nor should it be removed from shelves from any library. All books are worth something toward anything like careers, and being able to learn new things.          Magazines @MONTH1 not be any help towards alot of things like books are, but they are something to entertain you. Music is not just something you listen to, but its something to help keep you nice and relaxed while you are reading a book. Movies can have a certain impact on someone; alot of people think movies are just entertainment for them to watch, but it could have some encouragement, or it can really show how a person acts if you really pay attention and look into what the movie is saying.      No book, magazine, music, or movies should be taken off shelves because they are not there for you to read or listen to or watch, but those things are all there to tell people something about things people do not even know. People should take a second look at how all of these things can really affect a persons life. More books, magazines, music, and movies should be put in the libraries of school, or even the public libraries.The more people read, watch, or listen to these things the better they @MONTH1  understand life. I have noticed from experience that people just go to the library and read a book just to relax, but yet at the same time those people really do not understand what they are reading. Its really a shame that people do not look into what they are reading, thats why it would be important for more books to be put on the shelves. Just like Katherine Paterson said: 'If I have the right to remove that book from the shelf , the work I abhor, then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any of us.' If people really understood what that quote really means then they would have a better understanding of what books actually mean in life. We should be thankful to have authors like Katherine Paterson in our life because these authors are there to help us understand the meaning of these amazing books in this world.",3,3
3412,"Offensive @CAPS1 @CAPS2     @CAPS3 entering a @CAPS1 you know your are going to find something interesting to read,listen to, or even watch. Most people use librarys to find information on a certain topic, some of these topics are not always appropiate for certain age groups. I do believe that materials on any subject should reflect how people see the world now. Most kids go to the @CAPS1 and look to find books that interest them, sometimes they cross book about stuff they should'nt know about yet. Libraries should be allowed to have anything on there shelf that they please but allow it to certain age groups.     @CAPS3 you were a little kid and you wanted to look up information on racing, you might have passes by many books about racism. As a little kid you might not know what that is but all you have to do is pick up and read. That kid just went from reading abot nascar to reading about racism and different races. I believe that book should be kept in order of age. @CAPS3 a teenager goes into the @CAPS1 to look up a book, they should be able to go to a section for teens and get a book on there topic. In most libraires there are topics such as sex, killing , and viloent matters. Kids should not be allowed to view that detail until they are ready for it.     If I am at the @CAPS1 I will always look for a book interest me. My skills on choosing books for myself has changed since i was @NUM1 or @NUM2. Now that older and like to read, I read more books about action and mystery. I was at the our hometown @CAPS1 and saw a @NUM3 year old kid looking at books about pregnancy and was shocked to see what he was reading after he put the book down. That same day I came across a younger kid approaching his father with a book about sex and one about killing. @CAPS3 I saw this I was suprised to see what was happening. I do believe that libraries should be able to showcase what they have but in certain age sections..     Kids visit the @CAPS1 all the time and looking for books to strike interest and will always find something different that they should not be exposed too. Libraires would have trouble containg what kids read, so they should exposed all the differnt topics. @CAPS3 your little and your reading about these topics, you will then be more informed @CAPS3 your just little older.     Next time @CAPS3 you visit the @CAPS1 check and see what kids in your local towe are talking and reading about. You will be suprised @CAPS3 a child apporachs his parents with a book about sex. I think that all libraies should exposed what they want @CAPS3 they want to ensure knowledge to everyone.",4,4
3031,"Every library has tons of information on just about everything.  There are tons of books, music, movies, magazines and more that contain this information.  There is even some information that some people might take offence to.  On the other hand, somebody else could be perfectly fine with it.  I think that all libraries should keep all their books on the shelfs, no matter what kind of content they contain, because not everybody takes offence to some contents in books, and it is the same way vice versa.     The subject race might come into play in some books in libraries.  Books have information about people doing things to other people just because of their race.  Some people want books took out of their libraries because of the content that they contain, but really it could be a n important part of history that people need to be educated about.  Some books have words that are very offencive to people because of their skin color, relgion, or ethnic race.  This information that people need to know because thats how people were treated back then and some stuff like that still occurs today.     Libraries have all kinds of information.  I think that all the books at libraries should stay there no matter what they contain.  Even if some content is offensive some people it could still be a important part of history that people need to know",3,2
4699,"Have it ever occured to you that some of the things we read about and take home from libraries are not for young children?   Certain materials that are found in libraries are sometimes not age appropriate or even offensive to other people. Not all books, music, movies, and magazines offend people or condone in things but they also give children the right to learn about things or know things that are to rated and shouldnt be learned at a library. Most music in todays society is not appropiate because of the content that is used such as sex,drugs, and violence. last fall when I visited my shools library I came across a movie that I thought was not school appropiate and should'nt be seen without a parents verification. Anything about sex and drugs give young teens and children the right away to do it even if they read it, heard it, or saw it in school.  when im walking through the town and I see teens doing things that should'nt be done the first thing the first thing he/or she says is 'I heard it on a movie'. Most public lbraries have movies, book, music, and etc on shelves that aren't appropiate but it should'nt be welcomed to young children. most librians are busy and cant watch the entire library, but can make sure it is secured and put away from juveniles.   Most of the time a child will read what looks interesting and fun. Todays books that condone violence have guns drugs and sexual content on the front cover making it hard for a child not to want to read it. In a school library @PERCENT1 of the time all books are age appropiate, but in a public library it's not because the public library is not just for children but for adults too. some books shouldnt be of shelves but the rated things should be.  In conclusion libraries need to watch what's being checked out no matter who its from and I.d should be asked for.",3,3
4327,"I think that @CAPS4 is fine if you take them out. Your should be @NUM1 or older to take them out of the libraries or stores if they are really that bad. If they are that bad they should have something on them like movies that are rated @CAPS1.     I have read some books that are really good,but kids shouldn't read them. I read this book @CAPS3 'A @CAPS2 @CAPS3 @CAPS4' and @CAPS4 is really sad.@CAPS4's about this @CAPS2 and he tells us what his mom makes him do when he was little. I liked the book but @CAPS4 was sad,but I read @CAPS4 because people were talking about @CAPS4.     Some parents won't let their children watch certain things on the t.v. because they think that they are bad. I was watching this t.v. show at my grandma's house and she said that I shouldn't watch @CAPS4 but I do. I'm @NUM1 years old so I think I should be able to pick what I watch. I don't think she likes @CAPS4 because they yell a lot on the show and she says that is why I yell.     Some movies are better if they have bad things in them, @CAPS4 makes them funny sometimes and that is what everyone likes. I would rather watch a funny movie then a kid movie. I watched them before though",2,2
4252,"Hiding @CAPS1?                                                  By: @PERSON1 to the harsh world we all live in, I do not believe it is morally correct for a program, of any kind, to hide the hard reality of our world from any person.      @CAPS1 will be @CAPS1 and one shouldn't ever hide what is true from the eyes of another person's mind. If one person makes the choice to close his eyes and go into a fantasy world then that is one person's right as a human being. However, one man has no right- whats so ever- to close the eyes of another person for them.     Personally, I myself am not afraid to look into the history of man's choices and take upon myself the burden of the harsh knowledge that I have inherited. I look at the human race of this planet to be whole and to be one with another. This planet doesn't belong to one race, nation or culture of people; it belongs to every single person equally. I made the decision to take on the resonsibility to know the past and use it's lessons to better the future. This world belongs to me as equally as it belongs to you; so my decisions will affect you as much as they affect me. That being stated, every person's decisions impact everyone, not just one's self.     People think that we should hide things that are 'offensive' to other people. Racism, world political issues, casualties of war and personal ethics- are some of these 'offensive' things. However, offensive or not, these subjects are very real and very much alive in our world; So why should anyone have the right to try to make these subjects dissappear for another person?      In @LOCATION1, everyone has the right to freedom of speech and expression, but how can these freedoms be carried through if people remove these expressed ideas and beliefs from the shelves of the readers? We all have a right to make the decisions that affect our world and if this world is equally owned by everyone, then everyone's decisions are equally burdened by everyone. That being said, we all have the right to know the decisions, actions, and the concequencies of these decisions and actions that our people all create every single day.     In conclusion, I believe that our world is harsh and also beautiful. Being that of which it is, I believe it is every man's right to live and decide the way he wants to. No man should ever make another person's decisions for them. Everyone is resonsible for their own life and how their life affects other people. However, no one has responsibility to hide or change the world around us from any person, for it is the knowledge of the people that make the world what it is and it is the knowledge of the world that influences a person's decisions",4,5
4232,"When you go into a library have you ever seen the many subjects people write about? Some from their own experience and some made up. I personally disagree that offensive books, music, movies, magazines, etc., should be removed. The authors or producer of these sort of entertainment were made to be read, hear or watched by people that are interested in them! Also if the libraries are having diffculties with the complainments towards the offensive materials they should just make a separate section.     To begin with, why are books, music, movies, and magazines produced for? Easy one! To entertain us; to expand our knowledge on things; to let us have intrest. If none of these things were invented, life would be boring, now i'm not saying we need these offensive materials, i'm saying it's there so we can think bigger about topics instead of them same-o-same-o. Producer produced 'offensive' material to catch attention and to be read, not so they can sit on the far back of library where nobody goes just because it has some things others @MONTH1 not like. If you don't like those type of things, stay away from them, don't bother reading or listening to them! Why should libraries stop the people that made those things from making money? Does that seem right to you? It's bad enough they're sencond guessing if they're good enough to be shelve worthy. There's many books out there that are horible and a waste of time reading it, so should they be removed to? Think about that one.     Secondly, I disagree with the removal of these type of materials because libraries could always make a separate section. It @MONTH1 cost money, but what's more better loosing tons of costermers or finding extra room? Libraries are very big already and i'm sure they could find a little bit more room, they separate everything into genres already.     Although I see where others come from about removing these kinds of  materials from shelves. There @MONTH1 be some cautious parents that don't want their children exposed to that sort of stuff. Teenagers especially, they @MONTH1 get ideas of the language and scenes from these sort of stuff. I once read a story about a man that read a book one of his old pals from college wrote about killing women and teering there inside out, this man got a idea to do it to his mother. He beat his mom and cut her body open, leaving the insides on the outside lawn. The man is in jail now and the book was removed from shelves. Still I don't think it should have been removed because an imature, ignorate person thought it would be cool to do it. The book was made up and the guy was most likely dellusional and sick in the head to do it. And because of his actions and author has to suffer from money lost and big waste of his time and effort he put into it.     In conclusion no type of material should be removed because it has been found offensive. Some people just have ignorance to not understand the books, music or movies was made for entertainment for those who like that kind of stuff exposed. Like i've said recently it was made to be either read; heard; or watched. A separate section would be a great idea.",4,4
3950,"Do I believe that certain materials , such as books, music, movies,magazines, and so on should be removed? Yes I think that they should all be removed, becuase it could hurt people's feelings, and could make them do plenty of things. Such as suicide, drama, and so on having any of these things at a library could hurt someone's feelings. I really dont think that I would like having racial comments about me in a book so why would anyone else? I think that by removing all these things could make some peoples lifes better.     From exsperince in the library last week, I seen this girl that ran to her mom crying becuase she was african american, and the book said something about thier race. And she was all worried that what happend back in the day with all the slavery would happen again. I would be so terified reading about people that would make fun of my life, call me names, and beat me, that kind of thing would just ruien my day. Now I think that library's would learn to take this certain stuff out of stock.     Now that I have gave you convincing arguments about my choice from my own experience. I think that they should take my advice, and realize that having that kind of stuff is not good for kids,teenagers, or even adults that they should not be reading that stuff. All it does is bring some people down, make them cry, and also so stupid stuff. Now by making the choice to remove all this stuff would be smart, and make things better for everyone",3,2
3364,"Censorship is important. Especially pertaining to what books, magazines, movies, and music almost all people are reading, watching, and listening to. Some of the media such as books and magazines and such in libraries everywhere can be highly offensive to certain people or can send off the wrong message to children and teens. So, should we take them off the shelves?     I personally think no, most media aspects that are on the shelves in libraries can be very offensive to people, but alot of it has to do with people's opinions. The readers are the ones that are claiming that the books and other media aspects in libraries are offensive. The authors and directors and singers just do what they do, and the judgement and opinions all come from the people, fans, and critics. We shouldn't be taking it all off library shelves just because it is offensive to some people.     This leads back to the quote from Katherine Paterson when she states: 'And then we have no books left on the shelf for any of us.' We can't take everything off the shelves because everyone's opinions are different so if we censor everything, there won't be anything left. Right now, they are doing a good job with censoring everything such as putting a rating on video games, and movies. Rated @CAPS1 movies are known to be for adult watchers and same goes for video games. Music they play on the radio is censored of all the foul language, so they make an effort. That leaves people the choice to watch, listen, or read the things they want, and they have to know beforehand that it might offend them. Although sometimes people think censoring those media aspects is not enough censorship, that's about all that can be done to not offend others. By taking everything off the shelves because of people's opinions, it could potentially make someone else angry or them being lacked of the things they want to read or watch. Censorship can be wholesome without removing all media off the shelves and in the world",4,4
3097,"I @CAPS1 would like @CAPS4 if nothing was censored, but I don't matter, right? I am the kid that has no choice in the matter. @CAPS3 should I not care about what I am forced not to see? I am sure there are alot of parents that dont follow the censorship rules. Like buying a rated '@CAPS2' movie, or game for their kid that is @NUM1, and not @NUM2 years old, but @CAPS4 does matter that the parents are following the law. I say shrew the law, because when @CAPS4 comes down to @CAPS4, its the parents right to tell/show there kid about things, not the goverment.      I Think that @CAPS5 have never really had a choice in matters that affects them directly, and I think we should. @CAPS5 have to follow what ever rules untill there @NUM2 years of age: @CAPS3? I wish I knew @CAPS3, but I dont. Because there is no logical reason for @CAPS5 not to have a vote on what affects them.           For all I know there could be a law out right now that is going to make my generation less powerfull then the last generation. I am not saying that this is true, I am only saying that its possible for some thing like this to happen.     Video games, They are my weakness I admit, but I don't see a reason for games to be censored. When people say things like '@CAPS5 who play video games with violence will make them murders.' @CAPS4 makes me frustrated. There is not one single thing that proves that.      I have known @CAPS5 who have been censored all there life, and when they learn about @CAPS4 all they cant even handle @CAPS4. Its sad really to not beable to watch the news and learn what is going on in the world. Just because they have been kept away from all that all there life.     I don't know how or where they get this censorship idea from in the first place. Did their parents tell them @CAPS4 was bad, and never watch/read @CAPS4? Where did they hear @CAPS4 from? I beleive @CAPS4 came from the media @CAPS4 self. I can see the headlines now, '@CAPS5 watching @CAPS6 movie cause them to be murders.' Then they would have some made up percentage on how manny @CAPS5 turn in to a murder that watch @CAPS6 movie compare to @CAPS5 that don't.     What I am really saying is that I try not to let other peoples beleifs get in my head and change my own beleifs. Even by me writing this @MONTH1 have cause someone to change there beleifs, and I really @CAPS1 hope I haven't.",3,3
3878,"There should not be a certain kinds of books in the library. Books should not be tooken off the shelf just because some people find them offensive. Do not get the book, other people might like it, its just for entertainment.     If you do not like the book do not have to get the book. While looking for a book if there is one that does not seem right just look past. It will not even be a bother. There is a lot of books in the library, just find a different book instead of just focusing on that one book. There will always be many more books there to look at. If there is a bad book just go to a different section in the library. There is going to be more good books for a person than bad books.     If other people would like the book then the library will not take the book off of the shelves. It @MONTH1 be offensive to some people but there will be some other people in the world that likes that same book. Some people go to the library just to see them kind of books. Certain people like certain types of books, maybe it was not the right section for a person to be in. The book could be a interesting book all there is to do is try it. If anything the reader might even like the book and check it out.     The books are there for entertainment. Thats why they have so much different sections and selections to choose from. If an adult does not like a kid book because its giving the kid the wrong idea then do not get the book for the kid. A different parent might come in and think that the book will be great for their child though.      Books should be sat out on the shelf for anybody that goes to the library. The librarians will not take books off the shelf for one persons opinion. When  all they have to do is do not get the book, think that others might like it, or remember they are there for the readers entertainment.",3,4
3136,"Have you ever watched or seen a book or even a movie that you do not think kids should be reading or watching? I have, heard of many books. There are even music out there that only adults should be listening too. There are some parents that are strick on what their kids watch, hear, read or sing. I know for a fact that my parents would not want me to be letting my childern read, watch or hear that kind of stuff.      When you think of the music, books, or movies that need to be out of childern reach what should they be? I think the movies, books and even music that have bad language, violence, and bullying need to be hidden from childern. Bad language is not apporaite from kids to be hearing when they are under the age of ten or even older. When you hear a bad song coming on when you have little kids near you, you should turn the station to a differnet station. If little kids hear this kind of language they well be saying it when the are young.     Another book, song or music that should be taken off the shelf should be ones that have violence. If kids watch, hear or read about violence, they are most likely to start being violent when they start hearing or reading about it. When you are walking around you, you should not be scared to walk by yourself with out getting attacked. If you see someone reading or watcing something that you do not think is right for them you should tell them not to be reading or watching that. Violence is bad for little kids to be doing when they are young.     Books, movies or music about bullying should be taken out of. Bullying is not the answer to everything, even though many think it is it is not. If you think it is good for little kids to be learning about bullying you are wrong! It is a bad thing for little kids. Bullying also gets you in trouble when you are caught doing the bullying.      Have you ever thought of a book that should be taken off the shelf? The books that I think that should be taken off the shelf would be the ones that have bad language, violence, and bullying. Childern should not be hearing or reading about bad language. They also should not be watcing anything about violence. Lastly they should not be reading anything about bullying",4,4
3013,"A book represents a person's beliefs and feelngs about a topic. Therefore censoring books is wrong because it goes against freedom of speech. I do not believe books, or other media should be removed because while it @MONTH1 be offensive, if it is the truth about something then we need to read about it to prevent tragedies from happening again. A person who finds a topic offensive isn't forced to read about it. If we do not accept other people beliefs, we are just as prejudice as the books we are trying to censor.      Many books that are threatened by censorship are books about historical facts, such as the holocaust. I think we have the right to know about important events. For one reason, if we forget about such things, than they are more likely to be repeated. Do we really want the murder of millions of people to be repeated? Just becaused we are ashamed of something dosen't mean we should sweep it under the carpet where it can lay hidden waiting to stike again like a hungry alligator. Instead books about prejudice events should be kept out to show an example of how we shouldn't act.     While some books are censored because of shame, some are censored because a certain group of people @MONTH1 find it offensive. There is a much easier solution that censoring those books. The offended groups should just ignore the book. If it is offensive in the first place then no one should be forced to read it. The book shouldn't be forced in any other way like posters, and television broadcast. It should be kept in a certain section of a library so parties wishing to avoid it can.     The main reason for a book to be censored in the first place is because someone finds in offensive. However, isn't keeping someone from saying something just as offensive? To @CAPS1 A @CAPS2 is a big target for censorship, but it is about treating everyone fairly. If that book like that was censored, it would be like saying some people are better than others. Another big target for censorship in some countries is the @CAPS3. Censoring that book would basically tell the @CAPS4 population that they are wrong.     Censoring something is wrong. Not only could it cause sad events to repeat themselves, offended parties can just simply avoid the book. While some books offend people, censoring a book can be just as offensive to other parties. The simplest thing to do is to leave it up to the reader to decid if they should read it, or not.",4,4
3382,"There are people in the world who might be offended by various types of literature, movies, music, or etcetera. I understand this, but I don't think they should be banned just because someone else doesn't agree with it. Other people might like it or they might like it themselves if they give a chance.     Before you go saying that you don't like something maybe you should give a chance. Maybe try looking at a a few pages of a book you once heard about. Watch at least one or two episodes of television show. Before you make an ultimate decision about something, give it a chance first.     Some people don't some media because it goes against their beliefs. If this is the case then just ignore it. If you don't like certain type of music don't listen to it. Maybe it is a movie your not particularly fond of then don't watch it.      In conclusion, people should learn to give some things a chance. They should also shouldn't get rid of something just because they themselves aren't fond of it or find it offensive. That said, I don't believe that certain media should be banned.",4,3
4147,"Should certaine materials on shelves that are offensive be removed from shelves? I believe that certaine materials, such as books, music, movies, magazines, etc., that are offensive to people should not be removed from shelves. These materials are taken in perspective by all different kinds of people.     Offensive materials should not be taken off of shelves because something that is offensive to one person @MONTH1 not be offensive to another person. People take things differently than other people might. For example, a lady might find a book to be disturbimg or offensive, while the man next to her can find that same book interesting and useful to him. Not one person is the same so not everybody will take offense to the same thing.     I also believe that if someone does not like the object that they are offended by then they do not have to look, purchase, or give attention to that object that is there on the shelve. He or she is not forced to buy, read, or watch what is offending them. The material that is offending that person is not purposley put there to offend them, it is there for people who are interested in it so that they can enjoy theresleves in whatever it is that they might be doing.     Therefore I do not think that materials that are offensive should be taken off of shelves. People have the right to things that they enjoy. A material should not be taken off of a shelve just because one person is offended by it. Different people have their own perspective of things and opinion of how things.",4,4
3935,"Leave @CAPS1 on the Shelves                                             In every library it is intitle to have all types of books, movies, and magazines.Even if they are good or bad. Not everyone in this world is going to have the same likings.If there are people that are offened of what types of sources they find in the library I don't think it should be taken off of the shelves. Everyone in able to agree or disagree in what types of things they like.      If the library didn't how would people learn about things today that are going on in this world, because not everything that is said on television is true. Every library in the world should not take certian books, movies, and magazines down just so kids or anyone else can't read @CAPS1 or watch @CAPS1 because there might be other people who would like to read @CAPS1 or watch @CAPS1. If the libraries took down certain books, movies, and magazines then it shouldn't even be called a library because it is suppose to have all types of sources.     Not everyone is going to have the same opinion on whether or not certain books,movies, or magazines should be in the library, but all types of these sources should stay in the library beacuse if they are offensive to some people there aren't going to be like that for everyone so that wouldnt't be fair for the other people who enjoy reading, looking at magazines to see whats new ,or watching all different types of moive, and listening to music.     I think that the librarians should not take anything down in their libraries because they know what they are doing when they put those sources on the shelves and also they should stay on the shelves because if they didn't want people to feel offended then they wouldn't have made books, moive, or magazine that would offend people today.     Libraries don't leave the sources on the shelves on perpose for people to feel offended, they leave @CAPS1 for other people to read.With this being said all types or books, magazines, or movies should be left on the shelves to help other people learn what they want to learn about",3,3
4431,Everyone has books that they do not like or do not approve of.  What if one of your children came home from a library with one of those books?          My view on censorship in a library is that if you don't like it then don't read it.  I think they should have a childrens section and an adult section in the library so you won't have to worry about the problem.  If a child wants a book from the adult section then he or she would need to have a parent with them.  That way the kid wouldn't bring home any books that there parent wouldn't approve of or allow them read.     If you are an adult and you don't like a book then simply just don't read it.  Maybe other readers like the book and don't want it taken off of the shelf.  They wouldn't be able to say that the reason they want it off of the shelf is because they don't want there children to see it because there children would need there permission to check out the book anyways.     I think this way would be much easier for all readers to enjoy the library and they would not have to worry about picking out a book they don't like or there parents would not approve of,3,3
4213,"Culture and history are two very important aspects of the world. Liraries are placs that house these very things for the enjoyment of all who visit them. This is why i believe libraries should not censor any of their materials. Learning has always been and will be a key aspect of living and libraies offer this to people freely! How can one take that freedom away from another?    Not all things in the world and history are perfect and have occured in the ideal way. However, subjects such as slavery, the @CAPS1, and other controversial topics must be known about. These horrible happenings @MONTH1 offend some but they cannot be erased from the past. Learning is natural to humans yet we always try to fight it. It is not right to hide the truth.    Some people are easily offended and some are not. But the true question is,'who is to say what is offensive?'. There are people who believe that discussing @CAPS2 in the christian religion is offnsive and others who believe any type of homosexuality is also. Yet there are still others whose believes directly contradict these. Libraries must maintain all types of material becuase their purpose is to hold knowledge and not just what people want to know.    How can we make better decisions in the future if we do not recognize what has occured in the past? Removing information from the library because it is offensive is essentially depriving people solutions to problems. All aspects of culture and history should be preserved so that we can know where we came from, the mistakes we made, and how we plan to fix our new ones! History has never been in the control of man.    In conclusion, libraries should not censor any of their materials. What has happened in the past cannot be changed or altered to fit our ideal visions. And by doing this we deprive future generations of information that could potentially be useful. We must never forget who we are as a people, and where we came from. Our knowledge and ability to learn is our greatest asset and must be treasured.",4,4
4404,"Tuff @CAPS1 for a little @CAPS2      Censorship is a problem we are faced with today. I believe there are certain instances where censorship is necessary, but I also feel it must be kept in check. Thats why i have a great deal of reespect for organizations and industries that try and stop or put of censorship media untill your more mature and responsible enough to handle it.         The most common categories where censorship is not all right in my world are, books and music. A lot of book are very well writen and fabulous to read, but in history or racial, and more cultural books they use words/terms that are offensive to me and a lot of other people to.      Also, the main cause in thius is music. In today's society, nearly every person has an ipod and downloaded onto that ipod is music. Im not saying all music is terribly bad, but in most cases i hear about every word in the book and race topics. Rappers are setting bad examples for young adolecents like myself, who pose with guns and have marijuna and crack. Why do they do this? Just to mkae themselves more popular. That is hurting our education and making us think we shyould be criminals.      I in my opinion enjoy magazines and tru informative facts from professional reporters. Tghe reporters are on the citizens side and trying to get the true facts out there for us the people. Maqgazines also, tell about annual celbrations and good things happening in the world. Whyere you can find out the scores of sports game and what the weather is going to be like.      Last year, i remeber reading 'To @CAPS3 a @CAPS4'. It was so contraversial and talked about blackl slaves and whites treatinbg them like dirt. Also, about black never win a trial and there treated unfairly. I felt embaressed and i was the only african american in the class. It was akward. I felt like if we had a discussion people would talk badly about iot then remember i was in the room then theyd stop.     What is the world going to do? Censorship covers an entire multi media spectrum of what is bad and good censorship. It is up to the right people to stand up for what is right and wrong for your children and young adolecents in the world. To help fight this cause! Bring down all that is bad! We can do it, we will fight! Like @PERSON1 says, 'dont hope for a better change or wish for a new world.' If you want change you need to make it happen and stand up for whats right and make a differnce in the world",4,4
